price,model,energy,gear_box,kilometers,year,zip_code,cylinder,horsepower,picture,origin,firstCirculationDate,technicalControl,firstHand,owners,externalColor,internalColor,doors,seats,length,trunkVolumeRange,ratedHorsePower,pollutionNorm,critAir,co2,page
29 220 €,AUDI A1 II CITYCARVER,Essence,Automatique,31 633 km,2022,84 ‌,1,110,https://image-annonce.lacentrale.fr/480x369/E112286422_STANDARD_0.jpg?version=1683882869,France,13/06/2022,Non requis,Oui,,noir,cuir,5,5,4,05 m,Grand coffre,6 CV,EURO6,1,D,53
28 130 €,SEAT ATECA,Diesel,Automatique,64 184 km,2021,91 ‌,1.6,115,https://image-annonce.lacentrale.fr/480x369/E112285181_STANDARD_0.jpg?version=1683885859,France,15/08/2021,Non requis,Oui,,Noir,Noir,5,5,4,36 m,Moyen Coffre,6 CV,EURO6,2,D,53
24 000 €,MAZDA CX-3 phase 2,Essence,Manuelle,22 303 km,2020,26 ‌,2,121,https://image-annonce.lacentrale.fr/480x369/E112286449_STANDARD_0.jpg?version=1683897829,France,24/11/2020,Non requis,Oui,,Gris,Noir,5,5,4,28 m,Petit coffre,7 CV,EURO6,1,D,53
21 100 €,AUDI A1 SPORTBACK phase 2,Diesel,Manuelle,122 825 km,2019,27 ‌,1.4,90,https://image-annonce.lacentrale.fr/480x369/E112285067_STANDARD_0.jpg?version=1683879495,France,21/06/2019,Non requis,Non,3,Noir,Noir,5,5,3,97 m,Grand coffre,5 CV,EURO6,2,B,53
38 460 €,MERCEDES CLASSE E V BREAK,Diesel,Automatique,87 698 km,2019,72 ‌,2,220,https://image-annonce.lacentrale.fr/480x369/E112286395_STANDARD_0.jpg?version=1683895943,France,09/04/2019,Requis,Non,2,bleu,cuir,5,5,4,94 m,Grand coffre,10 CV,EURO6,2,B,53
27 570 €,VOLKSWAGEN TIGUAN II,Diesel,Automatique,113 336 km,2018,83 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112285120_STANDARD_0.jpg?version=1683888811,France,12/08/2018,Requis,Oui,,Tungsten Silver Metallic,Titanschwarz/Titanschwarz/Schwarz/ Stormgrey,5,5,4,49 m,Moyen Coffre,8 CV,EURO6,2,C,53
7 860 €,ALFA ROMEO MITO,Diesel,Manuelle,167 870 km,2015,72 ‌,1.3,85,https://image-annonce.lacentrale.fr/480x369/E112286391_STANDARD_0.jpg?version=1683886260,France,01/05/2015,Requis,Non,2,gris,,3,5,4,06 m,Grand coffre,4 CV,EURO5,2,A,53
43 430 €,DS 7 CROSSBACK,Diesel,Automatique,34 485 km,2022,24 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112288885_STANDARD_0.jpg?version=1683893752,France,02/05/2022,Non requis,Oui,,Noire Perla Nera (N),,5,5,4,57 m,Moyen Coffre,7 CV,EURO6,2,C,53
35 530 €,MERCEDES CLASSE B III,Essence,Automatique,50 738 km,2021,74 ‌,1.3,200,https://image-annonce.lacentrale.fr/480x369/E112288788_STANDARD_0.jpg?version=1683877530,France,16/12/2021,Non requis,Oui,,Gris montagne métallisé,,5,5,4,42 m,Moyen Coffre,9 CV,EURO6,1,C,53
63 720 €,MERCEDES GLC COUPE phase 2,Diesel,Automatique,18 810 km,2022,44 ‌,2,220,https://image-annonce.lacentrale.fr/480x369/E112288731_STANDARD_0.jpg?version=1683880936,France,14/09/2022,Non requis,Non,,ARGENT METAL,,5,5,4,74 m,Moyen Coffre,11 CV,EURO6,2,D,53
72 440 €,MERCEDES GLC phase 2,Diesel,Automatique,62 796 km,2021,91 ‌,2,300,https://image-annonce.lacentrale.fr/480x369/E112288719_STANDARD_0.jpg?version=1683895942,France,12/01/2022,Non requis,Non,,149 BLANC POLAIRE,cuir noir,5,5,4,67 m,Moyen Coffre,14 CV,EURO6,2,D,53
17 360 €,FORD FIESTA VI,Essence,Manuelle,42 018 km,2020,37 ‌,1,101,https://image-annonce.lacentrale.fr/480x369/E112288841_STANDARD_0.jpg?version=1683894914,France,07/02/2020,Non requis,Oui,,BLANC,,5,5,4,04 m,Grand coffre,5 CV,EURO6,1,B,53
56 280 €,MERCEDES GLA II,Diesel,Automatique,56 666 km,2021,74 ‌,2,220,https://image-annonce.lacentrale.fr/480x369/E112288779_STANDARD_0.jpg?version=1683896189,France,27/12/2021,Non requis,Oui,,Noir,,5,5,4,41 m,Moyen Coffre,10 CV,EURO6,2,D,53
14 510 €,PEUGEOT 208 phase 2,Diesel,Manuelle,103 590 km,2018,28 ‌,1.6,75,https://image-annonce.lacentrale.fr/480x369/E112287626_STANDARD_0.jpg?version=1683883500,France,27/08/2018,Requis,Non,,GRIS FONCE,DRAP,5,5,3,97 m,Grand coffre,4 CV,EURO6,2,A,54
11 860 €,PEUGEOT 5008 phase 2,Diesel,Manuelle,203 785 km,2017,28 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112287615_STANDARD_0.jpg?version=1683898075,France,13/09/2017,Requis,Non,,GRIS FONCE,DRAP,5,5,4,53 m,Grand coffre,7 CV,EURO6,2,B,54
51 830 €,BMW SERIE 2 G42 COUPE,Essence,Automatique,10 748 km,2023,84 ‌,2,220,https://image-annonce.lacentrale.fr/480x369/E112287799_STANDARD_0.jpg?version=1683896583,France,17/03/2023,Non requis,Non,,Alpinweiss uni,,2,4,4,54 m,Moyen Coffre,10 CV,EURO6,1,D,54
29 150 €,PEUGEOT 308 II phase 2,Essence,Manuelle,7 320 km,2021,28 ‌,1.2,130,https://image-annonce.lacentrale.fr/480x369/E112287584_STANDARD_0.jpg?version=1683888086,France,13/09/2021,Non requis,Non,,GRIS,DRAP,5,5,4,25 m,Grand coffre,7 CV,EURO6,1,C,54
98 650 €,BMW IX (I20),Électrique,Automatique,17 987 km,2023,84 ‌,326,326,https://image-annonce.lacentrale.fr/480x369/E112287812_STANDARD_0.jpg?version=1683894933,France,11/03/2023,Non requis,Non,,STORM BAY METALLISE,,5,5,4,95 m,Moyen Coffre,7 CV,EURO6,0,A,54
15 190 €,PEUGEOT 208 II,Diesel,Manuelle,76 050 km,2021,28 ‌,1.5,100,https://image-annonce.lacentrale.fr/480x369/E112287621_STANDARD_0.jpg?version=1683878547,France,29/05/2021,Non requis,Oui,,BLEU F,DRAP,5,5,4,05 m,Grand coffre,5 CV,EURO6,2,B,54
64 690 €,BMW X5 G05,Diesel,Automatique,178 611 km,2020,26 ‌,3,265,https://image-annonce.lacentrale.fr/480x369/E112286452_STANDARD_0.jpg?version=1683888322,France,20/01/2021,Non requis,Non,2,ALPINWEISS 3,LED.VER.DE.PER./SCHWARZ,5,5,4,92 m,Moyen Coffre,16 CV,EURO6,2,D,54
19 360 €,PEUGEOT 208 II,Diesel,Manuelle,93 750 km,2021,28 ‌,1.5,100,https://image-annonce.lacentrale.fr/480x369/E112287587_STANDARD_0.jpg?version=1683887520,France,30/11/2021,Non requis,Non,,GRIS,DRAP,5,5,4,05 m,Grand coffre,5 CV,EURO6,2,B,54
14 590 €,RENAULT MEGANE III phase 3,Diesel,Manuelle,131 796 km,2015,28 ‌,1.5,110,https://image-annonce.lacentrale.fr/480x369/E112287577_STANDARD_0.jpg?version=1683887176,France,01/07/2015,Requis,Non,,GRIS,DRAP,5,5,4,30 m,Grand coffre,5 CV,EURO5,2,A,54
23 750 €,PEUGEOT 208 II,Essence,Automatique,41 420 km,2021,28 ‌,1.2,100,https://image-annonce.lacentrale.fr/480x369/E112287613_STANDARD_0.jpg?version=1683880715,France,23/01/2022,Non requis,Non,,BLEU VERTIGO,DRAP,5,5,4,05 m,Grand coffre,5 CV,EURO6,1,A,54
38 020 €,SKODA KODIAQ,Diesel,Automatique,87 934 km,2019,37 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112287330_STANDARD_0.jpg?version=1683895267,France,26/04/2019,Requis,Oui,,blanc,cuir,5,5,4,70 m,Moyen Coffre,8 CV,EURO6,2,C,54
18 680 €,PEUGEOT 2008 phase 2,Essence,Manuelle,33 372 km,2020,28 ‌,1.2,82,https://image-annonce.lacentrale.fr/480x369/E112287576_STANDARD_0.jpg?version=1683883500,France,06/04/2020,Non requis,Oui,,ROUGE,DRAP,5,5,4,16 m,Moyen Coffre,4 CV,EURO6,1,B,54
19 870 €,PEUGEOT 2008 phase 2,Essence,Automatique,50 360 km,2019,28 ‌,1.2,110,https://image-annonce.lacentrale.fr/480x369/E112287600_STANDARD_0.jpg?version=1683881535,France,27/01/2020,Non requis,Non,,ROUGE,DRAP,5,5,4,16 m,Moyen Coffre,6 CV,EURO6,1,B,54
58 880 €,BMW SERIE 4 G22,Diesel,Automatique,35 103 km,2022,84 ‌,2,420,https://image-annonce.lacentrale.fr/480x369/E112287811_STANDARD_0.jpg?version=1683885799,France,04/08/2022,Non requis,Non,,Saphirschwarz Métal,,2,4,4,77 m,Grand coffre,10 CV,EURO6,2,B,54
28 940 €,PEUGEOT 2008 II,Essence,Automatique,34 898 km,2021,28 ‌,1.2,130,https://image-annonce.lacentrale.fr/480x369/E112287597_STANDARD_0.jpg?version=1683881535,France,10/03/2021,Non requis,Non,,BLANC,DRAP,5,5,4,30 m,Moyen Coffre,7 CV,EURO6,1,C,54
36 860 €,TOYOTA YARIS CROSS,Hybrides,Automatique,30 606 km,2023,51 ‌,1.5,116,https://image-annonce.lacentrale.fr/480x369/E112287839_STANDARD_0.jpg?version=1683880637,France,27/06/2023,Non requis,Non,,Rouge Intense/Toit Noir,,5,5,4,18 m,Petit coffre,5 CV,EURO6,1,,54
29 410 €,BMW SERIE 2 F45 ACTIVE TOURER phase 2,Essence,Automatique,31 947 km,2020,67 ‌,1.5,218,https://image-annonce.lacentrale.fr/480x369/E112288577_STANDARD_0.jpg?version=1683889175,France,18/12/2020,Non requis,Non,,Alpinweiss uni,,5,5,4,35 m,Moyen Coffre,7 CV,EURO6,1,C,55
16 660 €,RENAULT KANGOO II EXPRESS phase 2,Diesel,Manuelle,41 578 km,2019,28 ‌,1.5,90,https://image-annonce.lacentrale.fr/480x369/E112287592_STANDARD_0.jpg?version=1683898708,France,04/05/2019,Requis,Non,,A00,DRAP,4,3,4,28 m,,5 CV,EURO6,2,B,55
43 200 €,PEUGEOT BOXER II phase 2,Diesel,Manuelle,11 km,2024,61 ‌,2.2,140,https://image-annonce.lacentrale.fr/480x369/E112288542_STANDARD_0.jpg?version=1683877529,France,19/03/2024,Non requis,Oui,,Blanc Icy,,4,3,6 m,,7 CV,EURO6,2,F,55
30 030 €,PEUGEOT 3008 II,Diesel,Manuelle,88 154 km,2019,28 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112287599_STANDARD_0.jpg?version=1683883164,France,14/01/2020,Non requis,Non,,Blanc,DRAP,5,5,4,45 m,Moyen Coffre,6 CV,EURO6,2,B,55
22 180 €,HONDA JAZZ IV CROSSTAR,Hybrides,Automatique,42 180 km,2021,33 ‌,1.5,109,https://image-annonce.lacentrale.fr/480x369/E112288497_STANDARD_0.jpg?version=1683898405,France,12/09/2021,Non requis,Non,,Bleu Surf,,5,5,4,09 m,Grand coffre,5 CV,EURO6,1,,55
29 980 €,PEUGEOT 2008 II,Essence,Automatique,36 376 km,2021,72 ‌,1.2,130,https://image-annonce.lacentrale.fr/480x369/E112286390_STANDARD_0.jpg?version=1683882869,France,19/06/2021,Non requis,Non,2,platine,,5,5,4,30 m,Moyen Coffre,7 CV,EURO6,1,C,55
18 580 €,PEUGEOT 208 II,Diesel,Manuelle,81 747 km,2021,61 ‌,1.5,100,https://image-annonce.lacentrale.fr/480x369/E112288540_STANDARD_0.jpg?version=1683899178,France,05/11/2021,Non requis,Oui,,Bleu Vertigo,,5,5,4,05 m,Grand coffre,5 CV,EURO6,2,B,55
15 970 €,CITROEN C1 II,Essence,Manuelle,7 900 km,2022,69 ‌,1,72,https://image-annonce.lacentrale.fr/480x369/E112286296_STANDARD_0.jpg?version=1683888811,France,09/07/2022,Non requis,Oui,,rouge,,5,4,3,47 m,Moyen Coffre,4 CV,EURO6,1,B,55
153 680 €,BMW SERIE 7 G70,Hybrides,Automatique,17 km,2024,88 ‌,3,490,https://image-annonce.lacentrale.fr/480x369/E112286861_STANDARD_0.jpg?version=1683888571,France,27/12/2024,Non requis,Non,,M Brooklyn Grau métallisé,,4,5,5,39 m,Grand coffre,20 CV,EURO6,1,A,55
32 790 €,PEUGEOT 2008 II,Diesel,Automatique,34 568 km,2022,59 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112286215_STANDARD_0.jpg?version=1683895267,France,21/06/2022,Non requis,Oui,,gris,,5,5,4,30 m,Moyen Coffre,7 CV,EURO6,2,C,55
39 030 €,MERCEDES CLASSE A IV,Diesel,Automatique,11 994 km,2023,59 ‌,2,180,https://image-annonce.lacentrale.fr/480x369/E112288610_STANDARD_0.jpg?version=1683880935,France,06/02/2023,Non requis,Oui,,Bleu,,5,5,4,44 m,Moyen Coffre,6 CV,EURO6,2,C,55
51 620 €,MERCEDES CLASSE E V BREAK phase 2,Diesel,Automatique,100 020 km,2021,72 ‌,2,220,https://image-annonce.lacentrale.fr/480x369/E112286716_STANDARD_0.jpg?version=1683897829,France,02/08/2021,Non requis,Non,,Gris sélénite,,5,5,4,95 m,Grand coffre,11 CV,EURO6,2,E,55
58 880 €,PEUGEOT 508 II phase 2,Hybrides,Automatique,4 154 km,2023,28 ‌,1.6,225,https://image-annonce.lacentrale.fr/480x369/E112287586_STANDARD_0.jpg?version=1683877953,France,10/01/2024,Non requis,Oui,,NOIR,DRAP,5,5,4,75 m,Grand coffre,10 CV,EURO6,1,,55
31 740 €,MERCEDES CLASSE A IV,Diesel,Automatique,17 102 km,2021,59 ‌,1.5,180,https://image-annonce.lacentrale.fr/480x369/E112288609_STANDARD_0.jpg?version=1683897781,France,07/12/2021,Non requis,Non,,Rouge patagonie brillant,,5,5,4,42 m,Moyen Coffre,6 CV,EURO6,2,,55
38 860 €,BMW SERIE 1 F40,Essence,Automatique,23 371 km,2023,77 ‌,1.5,136,https://image-annonce.lacentrale.fr/480x369/E112286751_STANDARD_0.jpg?version=1683890683,France,01/07/2023,Non requis,Non,,Saphirschwarz,,5,5,4,32 m,Grand coffre,7 CV,EURO6,1,C,55
49 180 €,BMW SERIE 1 F40,Essence,Automatique,6 501 km,2022,77 ‌,2,178,https://image-annonce.lacentrale.fr/480x369/E112286745_STANDARD_0.jpg?version=1683881264,France,05/12/2022,Non requis,Non,,Misano Blau,,5,5,4,32 m,Grand coffre,9 CV,EURO6,1,C,55
34 610 €,AUDI Q3 II,Diesel,Automatique,93 115 km,2020,84 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112286426_STANDARD_0.jpg?version=1683881089,France,06/03/2020,Non requis,Oui,,gris,,5,5,4,48 m,Moyen Coffre,8 CV,EURO6,2,B,56
31 580 €,JEEP RENEGADE phase 2,Essence,Automatique,33 306 km,2021,44 ‌,1.3,180,https://image-annonce.lacentrale.fr/480x369/E112288886_STANDARD_0.jpg?version=1683894934,France,16/08/2021,Non requis,Non,,Bikini M,,5,5,4,24 m,Petit coffre,10 CV,EURO6,1,E,56
32 220 €,MINI III CLUBMAN phase 2,Essence,Manuelle,17 051 km,2021,26 ‌,1.5,136,https://image-annonce.lacentrale.fr/480x369/E112287031_STANDARD_0.jpg?version=1683884272,France,04/07/2021,Non requis,Oui,,Noir,Noir,5,5,4,27 m,Moyen Coffre,7 CV,EURO6,1,D,56
14 720 €,RENAULT SCENIC III phase 3,Diesel,Manuelle,152 691 km,2017,57 ‌,1.6,130,https://image-annonce.lacentrale.fr/480x369/E112288131_STANDARD_0.jpg?version=1683881536,France,21/01/2018,Requis,Non,,NOIR,GRIS NOIR,5,5,4,37 m,Moyen Coffre,7 CV,EURO6,2,B,56
15 240 €,HYUNDAI I20 II,Essence,Manuelle,52 268 km,2020,64 ‌,1.2,84,https://image-annonce.lacentrale.fr/480x369/E112288117_STANDARD_0.jpg?version=1683895106,France,05/01/2021,Non requis,Oui,,Blanc,,5,5,4,04 m,Grand coffre,5 CV,EURO6,1,B,56
25 180 €,VOLVO V40 II phase 2,Essence,Manuelle,32 762 km,2020,06 ‌,2,122,https://image-annonce.lacentrale.fr/480x369/E112288879_STANDARD_0.jpg?version=1683898707,France,30/10/2020,Non requis,Non,,Bleu denim metallise,,5,5,4,37 m,Moyen Coffre,7 CV,EURO6,1,C,56
48 660 €,MERCEDES CLA II,Essence,Automatique,47 703 km,2021,61 ‌,1.3,200,https://image-annonce.lacentrale.fr/480x369/E112288067_STANDARD_0.jpg?version=1683881856,France,31/08/2021,Non requis,Non,,Gris montagne magno designo nacré,,4,5,4,69 m,Grand coffre,8 CV,EURO6,1,C,56
85 960 €,MERCEDES GLC COUPE AMG,Essence,Automatique,49 717 km,2020,61 ‌,3,367,https://image-annonce.lacentrale.fr/480x369/E112288068_STANDARD_0.jpg?version=1683880936,France,08/05/2020,Non requis,Non,,Noir,,5,5,4,73 m,Grand coffre,25 CV,EURO6,1,F,56
14 360 €,CITROEN C4 II phase 2,Essence,Manuelle,101 104 km,2019,50 ‌,1.2,110,https://image-annonce.lacentrale.fr/480x369/E112287965_STANDARD_0.jpg?version=1683881264,France,21/03/2019,Requis,Non,,gris acier,,5,5,4,33 m,Grand coffre,6 CV,EURO6,1,B,56
24 150 €,BMW SERIE 1 F21 3 PORTES phase 2,Diesel,Automatique,109 059 km,2018,59 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112287017_STANDARD_0.jpg?version=1683898708,France,14/06/2018,Requis,Oui,,BLANC,NOIR,3,5,4,33 m,Moyen Coffre,7 CV,EURO6,2,B,56
29 860 €,MERCEDES CLASSE A IV,Diesel,Automatique,130 300 km,2021,61 ‌,2,200,https://image-annonce.lacentrale.fr/480x369/E112288065_STANDARD_0.jpg?version=1683897781,France,23/11/2021,Non requis,Non,,Bleu denim métallisé,,5,5,4,42 m,Moyen Coffre,8 CV,EURO6,2,B,56
74 640 €,MERCEDES GLC COUPE phase 2,,Automatique,25 802 km,2022,61 ‌,2,300,https://image-annonce.lacentrale.fr/480x369/E112288066_STANDARD_0.jpg?version=1683882699,France,05/08/2022,Non requis,Non,,Argent high-tech métallisé,,5,5,4,74 m,Petit coffre,11 CV,EURO6,1,A,56
28 610 €,MERCEDES CLASSE A III phase 2,Essence,Manuelle,119 500 km,2019,61 ‌,1.6,200,https://image-annonce.lacentrale.fr/480x369/E112288070_STANDARD_0.jpg?version=1683876754,France,08/04/2019,Requis,Non,,Gris montagne métallisé,,5,5,4,30 m,Moyen Coffre,8 CV,EURO6,1,C,56
29 500 €,MERCEDES CLASSE A IV,Essence,Automatique,44 485 km,2020,61 ‌,1.3,180,https://image-annonce.lacentrale.fr/480x369/E112288059_STANDARD_0.jpg?version=1683880416,France,31/03/2020,Non requis,Non,,Blanc polaire,,5,5,4,44 m,Moyen Coffre,7 CV,EURO6,1,,56
15 320 €,CITROEN C3 III,Essence,Manuelle,37 719 km,2021,50 ‌,1.2,82,https://image-annonce.lacentrale.fr/480x369/E112287958_STANDARD_0.jpg?version=1683876754,France,12/03/2021,Non requis,Non,,BLANC BANQUI,,5,5,4 m,Grand coffre,4 CV,EURO6,1,A,56
53 340 €,PORSCHE PANAMERA,Hybrides,Automatique,137 294 km,2015,72 ‌,3,416,https://image-annonce.lacentrale.fr/480x369/E112286402_STANDARD_0.jpg?version=1683882700,France,14/06/2015,Requis,Non,4,gris clair,cuir,5,4,5,02 m,Moyen Coffre,20 CV,EURO6,1,A,56
31 030 €,TOYOTA C-HR phase 2,Hybrides,Automatique,18 167 km,2023,51 ‌,1.8,98,https://image-annonce.lacentrale.fr/480x369/E112287451_STANDARD_0.jpg?version=1683895981,France,13/09/2023,Non requis,Non,,Gris Célestine,,5,5,4,39 m,Moyen Coffre,5 CV,EURO6,1,,57
49 470 €,VOLKSWAGEN ARTEON SHOOTING BRAKE phase 2,Diesel,Automatique,25 670 km,2023,67 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112288507_STANDARD_0.jpg?version=1683895267,France,28/06/2023,Non requis,Oui,,Bleu Lapiz métallisée,,5,5,4,87 m,Grand coffre,8 CV,EURO6,2,C,57
45 900 €,VOLKSWAGEN ID.3,Électrique,Automatique,7 694 km,2023,67 ‌,145,145,https://image-annonce.lacentrale.fr/480x369/E112288504_STANDARD_0.jpg?version=1683888086,France,20/10/2023,Non requis,Oui,,Blanc Glacier Métal/Toit/Hayon Noir,,5,5,4,26 m,Grand coffre,5 CV,EURO6,0,A,57
43 840 €,VOLKSWAGEN ID.3,Électrique,Automatique,7 042 km,2023,67 ‌,145,145,https://image-annonce.lacentrale.fr/480x369/E112288515_STANDARD_0.jpg?version=1683893914,France,13/06/2023,Non requis,Non,,Rouge Roi Exclu/Toit/Hayon Noir,,5,5,4,26 m,Grand coffre,5 CV,EURO6,0,A,57
20 790 €,TOYOTA YARIS III phase 3,Hybrides,Automatique,60 008 km,2021,33 ‌,1.5,100,https://image-annonce.lacentrale.fr/480x369/E112288487_STANDARD_0.jpg?version=1683883164,France,12/08/2021,Non requis,Non,,Bleu Nebula bi-ton Toit Noir,,5,5,3,94 m,Grand coffre,3 CV,EURO6,1,,57
20 110 €,AUDI A3 III SPORTBACK phase 2,Diesel,Manuelle,122 000 km,2018,44 ‌,1.6,116,https://image-annonce.lacentrale.fr/480x369/E112286681_STANDARD_0.jpg?version=1683890684,France,05/11/2018,Requis,Non,2,noir,,5,5,4,31 m,Grand coffre,6 CV,EURO6,2,B,57
39 290 €,MAZDA CX-30,Essence,Automatique,4 751 km,2023,31 ‌,2,186,https://image-annonce.lacentrale.fr/480x369/E112290639_STANDARD_0.jpg?version=1683900864,France,08/01/2024,Non requis,Non,2,noir,PURE WHITE,5,5,4,39 m,Moyen Coffre,10 CV,EURO6,1,C,57
10 610 €,RENAULT CLIO IV,Essence,Manuelle,107 898 km,2014,13 ‌,1.2,75,https://image-annonce.lacentrale.fr/480x369/E112290590_STANDARD_0.jpg?version=1683900864,France,23/07/2014,Requis,Oui,,blanc,,5,5,4,06 m,Grand coffre,4 CV,EURO5,1,C,57
34 790 €,TOYOTA C-HR phase 2,Hybrides,Automatique,30 859 km,2023,51 ‌,1.8,98,https://image-annonce.lacentrale.fr/480x369/E112287454_STANDARD_0.jpg?version=1683895106,France,08/01/2024,Non requis,Non,,Blanc Lunaire nacré bi-ton,,5,5,4,39 m,Moyen Coffre,5 CV,EURO6,1,B,57
19 050 €,MINI COUNTRYMAN,Diesel,Manuelle,118 742 km,2016,28 ‌,1.6,112,https://image-annonce.lacentrale.fr/480x369/E112287627_STANDARD_0.jpg?version=1683882868,France,06/02/2016,Requis,Non,,marron,DRAP,5,5,4,10 m,Moyen Coffre,6 CV,EURO5,2,B,57
22 180 €,HONDA JAZZ IV CROSSTAR,Hybrides,Automatique,42 180 km,2021,33 ‌,1.5,109,https://image-annonce.lacentrale.fr/480x369/E112288497_STANDARD_0.jpg?version=1683898405,France,12/09/2021,Non requis,Non,,Bleu Surf,,5,5,4,09 m,Grand coffre,5 CV,EURO6,1,,57
37 270 €,PEUGEOT 3008 II phase 2,Diesel,Automatique,23 141 km,2023,29 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112290037_STANDARD_0.jpg?version=1683901288,France,02/04/2023,Non requis,Non,,gris clair,,5,5,4,45 m,Moyen Coffre,7 CV,EURO6,2,C,57
28 170 €,CITROEN C3 AIRCROSS phase 2,Essence,Manuelle,12 km,2023,16 ‌,1.2,110,https://image-annonce.lacentrale.fr/480x369/E112290647_STANDARD_0.jpg?version=1683900864,France,02/12/2023,Non requis,Non,,blanc,gris,5,5,4,16 m,Moyen Coffre,6 CV,EURO6,1,C,57
24 050 €,PEUGEOT 208 II,Essence,Automatique,13 516 km,2023,59 ‌,1.2,100,https://image-annonce.lacentrale.fr/480x369/E112286210_STANDARD_0.jpg?version=1683886742,France,25/08/2023,Non requis,Oui,,blanc,,5,5,4,05 m,Moyen Coffre,5 CV,EURO6,1,C,57
29 850 €,MERCEDES CLASSE C IV COUPE,Diesel,Automatique,116 828 km,2018,85 ‌,2.1,220,https://image-annonce.lacentrale.fr/480x369/E112287342_STANDARD_0.jpg?version=1683899178,France,17/05/2018,Requis,Non,,Blanc Polaire,,2,4,4,69 m,Moyen Coffre,9 CV,EURO6,2,B,57
65 430 €,VOLKSWAGEN ID.5,Électrique,Automatique,7 818 km,2023,67 ‌,204,204,https://image-annonce.lacentrale.fr/480x369/E112288505_STANDARD_0.jpg?version=1683900196,France,26/09/2023,Non requis,Oui,,Bleu Denim / Toit Noir,,5,5,4,60 m,Moyen Coffre,5 CV,EURO6,0,A,57
23 630 €,CITROEN C5 AIRCROSS,Diesel,Manuelle,81 888 km,2020,69 ‌,1.5,131,https://image-annonce.lacentrale.fr/480x369/E112286291_STANDARD_0.jpg?version=1683897173,France,25/09/2020,Non requis,Oui,,blanc,,5,5,4,50 m,Moyen Coffre,6 CV,EURO6,2,B,58
16 180 €,DS DS 4,Essence,Manuelle,80 132 km,2016,75 ‌,1.6,200,https://image-annonce.lacentrale.fr/480x369/E112286427_STANDARD_0.jpg?version=1683896189,France,01/03/2016,Requis,Oui,,bleu,cuir,5,5,4,28 m,Grand coffre,11 CV,EURO5,1,D,58
29 220 €,AUDI A1 II CITYCARVER,Essence,Automatique,31 633 km,2022,84 ‌,1,110,https://image-annonce.lacentrale.fr/480x369/E112286422_STANDARD_0.jpg?version=1683882869,France,13/06/2022,Non requis,Oui,,noir,cuir,5,5,4,05 m,Grand coffre,6 CV,EURO6,1,D,58
42 100 €,AUDI Q5 II,Diesel,Automatique,129 636 km,2019,57 ‌,2,190,https://image-annonce.lacentrale.fr/480x369/W102663468_STANDARD_0.jpg?version=1683901322,Importé,10/03/2019,Requis,Oui,,noir metal,cuir/alcantara noir,5,5,4,66 m,Moyen Coffre,11 CV,EURO6,2,D,58
22 200 €,PEUGEOT 3008 II,Diesel,Automatique,112 539 km,2021,31 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112285783_STANDARD_0.jpg?version=1683885859,France,07/04/2021,Non requis,Oui,,noir,,5,5,4,45 m,Moyen Coffre,6 CV,EURO6,2,A,58
84 130 €,BMW SERIE 4 G26 GRAN COUPE,Diesel,Automatique,12 300 km,2024,34 ‌,2,420,https://image-annonce.lacentrale.fr/480x369/E112286115_STANDARD_0.jpg?version=1683896584,France,17/09/2024,Non requis,Oui,,BROOKLYN GRAU METALLIC,LEDER VERNASCA/SCHWARZ DEKORSTEPPUN,4,5,4,78 m,Grand coffre,10 CV,EURO6,2,C,58
37 500 €,JEEP RENEGADE phase 2,Hybrides,Automatique,5 700 km,2023,69 ‌,1.3,190,https://image-annonce.lacentrale.fr/480x369/E112286295_STANDARD_0.jpg?version=1683880914,France,10/08/2023,Non requis,Oui,,bleu,,5,5,4,24 m,Petit coffre,7 CV,EURO6,1,A,58
19 540 €,PEUGEOT 308 II SW phase 2,Diesel,Automatique,123 076 km,2021,59 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112286217_STANDARD_0.jpg?version=1683888570,France,23/07/2021,Non requis,Oui,,gris,,5,5,4,59 m,Grand coffre,7 CV,EURO6,2,C,58
45 750 €,SEAT ATECA,Essence,Automatique,23 km,2021,72 ‌,1.5,150,https://image-annonce.lacentrale.fr/480x369/E112286388_STANDARD_0.jpg?version=1683899314,France,21/06/2021,Non requis,Oui,,rouge,cuir,5,5,4,36 m,Moyen Coffre,8 CV,EURO6,1,B,58
